date,tests,new_deaths,new_recoveries,active_cases,people_hospitalised,occupied_ventilators,quarantined_people,new_cases
3/3/2020,0,0,0,0,68,0,316,0
3/4/2020,25,0,0,1,65,0,349,1
3/5/2020,92,0,0,1,92,0,490,0
3/6/2020,179,0,0,5,128,0,1299,4
3/7/2020,0,0,0,6,146,0,1548,1
3/8/2020,299,0,0,11,168,0,932,5
3/9/2020,230,0,0,17,467,0,1014,6
3/10/2020,246,0,0,22,220,0,1055,5
3/11/2020,394,0,0,31,317,0,1193,9
3/12/2020,210,1,0,50,384,0,2736,20
3/13/2020,655,1,0,66,521,0,3151,17
3/14/2020,1525,1,0,101,526,0,4413,36
3/15/2020,1079,0,0,122,768,0,7535,21
3/16/2020,0,1,0,173,734,0,10050,52
3/17/2020,2406,1,1,232,822,0,37503,61
3/18/2020,1616,0,0,281,923,0,57185,49
3/19/2020,1681,0,0,349,871,0,76764,68
3/20/2020,1876,0,0,419,898,0,109235,70
3/21/2020,2012,0,0,530,1047,0,128919,111
3/22/2020,2523,2,0,626,1084,0,128980,98
3/23/2020,2520,1,0,740,1138,0,150746,115
3/24/2020,2771,2,0,890,1479,0,167040,152
3/25/2020,3346,3,0,1037,1615,0,209208,150
3/26/2020,3320,3,0,1204,1606,0,234382,170
3/27/2020,4503,0,0,1372,1696,0,256156,168
3/28/2020,4607,2,0,1619,1719,0,265303,249
3/29/2020,4109,4,0,1839,1879,0,269307,224
3/30/2020,3824,9,0,2023,1900,0,270314,193
3/31/2020,4812,2,0,2277,1924,0,171994,256
4/1/2020,4382,10,0,2510,2317,0,183095,243
4/2/2020,5377,14,0,2888,2158,0,174997,392
4/3/2020,5760,14,0,3311,2303,0,160587,437
4/4/2020,5963,8,115,3432,2434,0,131888,244
4/5/2020,7856,15,18,3874,2444,0,143256,475
4/6/2020,4710,13,28,4144,2476,0,148130,311
4/7/2020,6748,22,29,4528,2425,0,153390,435
4/8/2020,7069,29,31,4825,2473,0,152898,357
4/9/2020,8313,16,62,5117,2409,0,158663,370
4/10/2020,10698,7,34,5456,2426,0,166973,380
4/11/2020,11265,27,57,5773,2481,0,162924,401
4/12/2020,8447,24,64,6003,2510,0,151548,318
4/13/2020,5623,13,48,6200,2471,0,144875,258
4/14/2020,4691,18,131,6321,2499,0,145875,270
4/15/2020,8172,23,50,6628,2607,0,142220,380
4/16/2020,12578,28,106,6830,2673,0,138004,336
4/17/2020,10583,18,92,7177,2725,0,118361,457
4/18/2020,13306,15,115,7381,2483,0,124311,334
4/19/2020,11286,13,59,7824,2511,0,111079,515
4/20/2020,9990,20,93,8017,2914,0,105602,306
4/21/2020,10119,20,164,8096,3505,0,98020,263
4/22/2020,14444,25,216,8168,3099,0,103129,313
4/23/2020,11920,28,227,8255,3095,0,97905,342
4/24/2020,14482,40,204,8392,2821,0,87003,381
4/25/2020,13793,30,182,8561,2749,0,79656,381
4/26/2020,11639,12,139,8754,2759,0,78878,344
4/27/2020,7226,26,201,8812,2934,0,82643,285
4/28/2020,12885,34,189,8905,2973,0,85837,316
4/29/2020,13783,28,370,8929,3012,0,88265,422
4/30/2020,13500,20,211,8998,2789,0,92458,300
5/1/2020,16601,7,255,8964,2649,0,95625,228
5/2/2020,11385,12,271,8951,2761,0,96612,270
5/3/2020,9935,15,183,9071,2653,0,96699,318
5/4/2020,7856,19,150,9215,2738,0,100765,313
5/5/2020,10466,19,185,9417,2760,0,101395,406
5/6/2020,16198,18,375,9335,2711,0,103913,311
5/7/2020,15526,22,207,9409,2758,0,104024,303
5/8/2020,17512,20,322,9404,2768,0,102996,337
5/9/2020,17180,9,253,9430,2658,0,100784,288
5/10/2020,16218,15,261,9499,2598,0,97002,345
5/11/2020,14312,11,118,9700,2571,0,96211,330
5/12/2020,16560,28,315,9913,2648,0,96062,556
5/13/2020,20346,23,279,9933,2538,0,96708,322
5/14/2020,26235,22,286,10036,2579,0,95068,411
5/15/2020,21919,24,222,10191,2407,0,90386,401
5/16/2020,25118,8,257,10167,2459,0,84542,241
5/17/2020,18855,10,276,10153,2544,0,80947,272
5/18/2020,15797,11,177,10321,2490,0,76645,356
5/19/2020,17178,12,275,10416,2414,0,76957,382
5/20/2020,21637,14,280,10593,2330,0,77461,471
5/21/2020,22369,10,269,10717,2261,0,77768,403
5/22/2020,22341,10,279,10899,2271,0,80635,471
5/23/2020,31368,11,246,10957,2242,0,79326,315
5/24/2020,16502,3,217,11098,2268,0,78259,361
5/25/2020,12135,11,82,11346,2171,0,78864,341
5/26/2020,22177,17,744,11028,2320,0,79007,443
5/27/2020,23021,4,310,11111,2248,0,79818,397
5/28/2020,21958,10,230,11223,2035,0,79995,352
5/29/2020,26724,13,132,11410,2207,0,80182,332
5/30/2020,25613,10,324,11488,2134,0,78823,412
5/31/2020,16477,3,255,11449,2181,0,77406,219
6/1/2020,15974,10,178,11636,2219,0,78470,375
6/2/2020,14435,18,277,11577,2150,0,78691,236
6/3/2020,21222,23,288,11558,2101,0,79341,292
6/4/2020,29427,2,213,11704,2085,0,81244,361
6/5/2020,18333,20,183,11863,2128,0,81820,362
6/6/2020,23344,14,231,12194,2007,0,82759,576
6/7/2020,18115,4,214,12551,1881,0,82921,575
6/8/2020,14404,9,143,12998,2039,0,84913,599
6/9/2020,17053,19,198,13181,1993,0,86002,400
6/10/2020,22056,23,215,13225,1700,75,88074,282
6/11/2020,19130,9,285,13290,1629,77,89609,359
6/12/2020,21944,7,109,13550,1711,77,92654,376
6/13/2020,18105,15,299,13676,1748,83,93094,440
6/14/2020,19654,10,122,13919,1736,78,94518,375
6/15/2020,13282,9,157,14149,1806,80,95641,396
6/16/2020,19109,16,271,14269,1693,76,96255,407
6/17/2020,25966,14,267,14438,1849,72,93722,450
6/18/2020,23852,30,396,14326,1886,87,97215,314
6/19/2020,26725,18,381,14279,1931,72,96795,352
6/20/2020,22723,12,483,14093,1877,71,94585,309
6/21/2020,21443,10,502,13892,1899,72,93830,311
6/22/2020,14193,3,393,13792,1936,68,93890,296
6/23/2020,21171,16,497,13579,1965,65,92992,300
6/24/2020,22441,21,561,13291,1974,74,92409,294
6/25/2020,25196,16,520,13044,1933,77,91461,289
6/26/2020,22287,17,564,12748,1869,80,89294,285
6/27/2020,22832,6,754,12307,1845,83,85603,319
6/28/2020,24031,4,576,11920,1797,86,83460,193
6/29/2020,5547,6,349,11812,1811,85,83499,247
6/30/2020,21866,19,384,11648,1923,78,83033,239
7/1/2020,25104,14,510,11506,1787,73,83521,382
7/2/2020,23183,15,418,11444,1743,72,84790,371
7/3/2020,27804,14,442,11247,1731,74,84560,259
7/4/2020,22663,4,476,11081,1765,77,83813,314
7/5/2020,19210,5,619,10688,1790,76,83767,231
7/6/2020,16294,4,220,10669,1658,73,85327,205
7/7/2020,20700,7,272,10647,1683,66,84363,257
7/8/2020,20209,15,640,10269,1687,65,85955,277
7/9/2020,23855,9,599,9923,1597,66,86712,262
7/10/2020,24203,11,571,9606,1617,67,86915,265
7/11/2020,35012,6,587,9318,1610,65,86168,305
7/12/2020,17969,3,513,9172,1640,69,85610,370
7/13/2020,15753,5,367,9099,1581,74,86747,299
7/14/2020,21904,12,241,9113,1575,73,86698,267
7/15/2020,25323,6,736,8635,1550,68,90496,264
7/16/2020,25497,10,436,8522,1604,71,86073,333
7/17/2020,26254,7,577,8291,1551,66,92008,353
7/18/2020,24546,6,419,8205,1560,67,89956,339
7/19/2020,19383,6,368,8189,1575,72,89822,358
7/20/2020,15464,4,247,8217,1607,73,90767,279
7/21/2020,20266,9,232,8375,1644,73,90961,399
7/22/2020,25511,6,368,8381,1626,71,92577,380
7/23/2020,27190,9,402,8388,1617,61,92577,418
7/24/2020,24280,4,456,8386,1594,65,94164,458
7/25/2020,26239,9,422,8539,1601,68,93311,584
7/26/2020,20300,7,334,8641,1625,69,92803,443
7/27/2020,18812,5,103,8870,1655,61,94920,337
7/28/2020,22691,6,187,9179,1687,66,95453,502
7/29/2020,29952,12,147,9532,1694,63,97561,512
7/30/2020,23064,15,453,9679,1778,72,97189,615
7/31/2020,35127,7,344,9985,1841,74,98282,657
8/1/2020,28385,5,387,10251,1835,76,96425,658
8/2/2020,23874,10,335,10454,1841,74,95794,548
8/3/2020,17783,1,172,10856,1859,65,98875,575
8/4/2020,25829,6,175,11355,1898,72,100151,680
8/5/2020,33647,18,265,11712,1913,72,102815,640
8/6/2020,28650,18,321,12099,1928,73,104923,726
8/7/2020,32676,13,399,12496,1928,72,107229,809
8/8/2020,21900,13,362,12964,1930,73,105795,843
8/9/2020,20374,7,288,13293,1929,71,104167,624
8/10/2020,14924,2,186,13724,1985,74,105427,619
8/11/2020,23142,12,273,13990,2021,76,106915,551
8/12/2020,24079,9,461,14235,2059,82,108677,715
8/13/2020,26131,13,350,14683,2040,79,108309,811
8/14/2020,26726,15,401,15099,2028,84,107395,832
8/15/2020,24632,11,491,15368,2035,81,103805,771
8/16/2020,16613,8,277,15677,2040,83,102970,594
8/17/2020,13158,8,229,16035,2057,82,103236,595
8/18/2020,20530,11,284,16337,2097,83,103621,597
8/19/2020,28741,17,456,16599,2110,85,103961,735
8/20/2020,25599,12,382,16972,2151,84,103351,767
8/21/2020,29689,13,548,17314,2189,79,103876,903
8/22/2020,25704,13,632,17569,2195,81,100066,900
8/23/2020,19634,4,522,17624,2207,83,98233,581
8/24/2020,16754,5,265,17902,2167,76,100023,548
8/25/2020,22211,17,336,18312,2170,79,99705,763
8/26/2020,28894,17,615,18409,2185,82,101678,729
8/27/2020,28283,15,698,18583,2221,89,101547,887
8/28/2020,25762,9,688,18677,2237,87,100845,791
8/29/2020,21871,14,751,18671,2242,85,98576,759
8/30/2020,19017,1,656,18645,2249,83,96351,631
8/31/2020,12474,6,446,18695,2138,86,96888,502
9/1/2020,29407,19,392,18834,2168,83,96664,550
9/2/2020,34167,20,835,18574,2170,81,98341,595
9/3/2020,15684,14,728,18444,2179,75,71311,612
9/4/2020,22493,8,1227,17900,2090,77,71452,691
9/5/2020,25566,13,2526,15928,2091,79,70788,567
9/6/2020,18619,7,1910,14448,2113,81,72285,437
9/7/2020,10303,3,857,13890,2042,81,76047,302
9/8/2020,18818,12,797,13481,2070,81,79124,400
9/9/2020,23327,11,1225,12666,1924,84,83170,421
9/10/2020,18680,12,934,12226,1957,82,86892,506
9/11/2020,18643,10,779,12031,1946,85,90216,594
9/12/2020,21154,13,877,11744,1961,86,91819,603
9/13/2020,14502,6,934,11306,1972,87,92057,502
9/14/2020,12631,15,438,11230,1996,92,95241,377
9/15/2020,18719,24,451,11360,2007,86,94273,605
9/16/2020,21912,10,562,11388,1917,84,103425,600
9/17/2020,22192,16,615,11594,1925,83,111530,837
9/18/2020,21023,17,587,11747,1977,83,118864,757
9/19/2020,20040,12,549,12188,1985,86,118212,1002
9/20/2020,18988,11,441,12646,1979,83,116871,910
9/21/2020,12224,5,302,13087,1993,85,115789,748
9/22/2020,22599,18,368,13412,1971,89,114000,711
9/23/2020,22058,28,589,13769,1964,91,125220,974
9/24/2020,23725,25,597,14283,1995,96,137023,1136
9/25/2020,24232,23,582,15265,2134,110,143442,1587
9/26/2020,23290,32,586,16231,2223,124,139460,1584
9/27/2020,18821,8,578,16995,2305,130,136128,1350
9/28/2020,13467,15,516,17770,2399,141,134588,1306
9/29/2020,23119,36,535,18525,2481,152,129961,1326
9/30/2020,28021,30,740,19307,2560,159,133981,1552
10/1/2020,29615,30,706,20538,2702,166,139056,1967
10/2/2020,28724,27,952,21851,2850,179,158038,2292
10/3/2020,30515,34,856,23328,2977,191,150565,2367
10/4/2020,25976,26,794,24442,3158,219,154365,1934
10/5/2020,18324,29,549,25870,3719,263,159530,2006
10/6/2020,24036,58,606,27442,4000,283,145873,2236
10/7/2020,44056,75,1188,29182,4138,296,171251,3003
10/8/2020,44113,76,1144,32242,4407,320,188629,4280
10/9/2020,30812,52,1385,35544,4725,346,206048,4739
10/10/2020,28228,53,1107,39684,4924,383,231032,5300
10/11/2020,31180,31,1320,42511,5262,404,250094,4178
10/12/2020,25078,35,899,45971,5669,421,212446,4394
10/13/2020,33851,63,803,50173,6084,467,249349,5068
10/14/2020,43852,116,1843,54740,6538,508,296020,6526
10/15/2020,64518,91,1741,61007,6980,540,311625,8099
10/16/2020,50825,132,2185,66395,7512,604,327507,7705
10/17/2020,48989,84,2389,73544,8076,649,320482,9622
10/18/2020,37289,49,2489,79542,8375,672,304567,8536
10/19/2020,36039,41,1363,85620,8962,725,289447,7482
10/20/2020,41578,107,1942,92862,9439,757,335060,9291
10/21/2020,59341,130,2928,99844,10091,812,378348,10040
10/22/2020,50200,168,3320,108463,10788,851,398851,12107
10/23/2020,62121,153,2888,119054,11396,911,478761,13632
10/24/2020,55352,178,4252,128252,11887,947,446154,13628
10/25/2020,53539,87,3275,136632,12282,999,445991,11742
10/26/2020,50407,45,2683,144145,13291,1078,442109,10241
10/27/2020,66062,132,3935,156378,13931,1150,479288,16300
10/28/2020,60607,234,4267,170697,14631,1203,489079,18820
10/29/2020,67892,301,5763,184789,15444,1254,496213,20156
10/30/2020,78041,202,5457,200759,16144,1305,504706,21629
10/31/2020,59795,280,5556,216820,16427,1371,439159,21897
11/1/2020,49971,152,6315,227524,17223,1453,435343,17171
11/2/2020,65012,92,7818,235192,18160,1550,421582,15578
11/3/2020,65792,227,5573,248756,18654,1625,408121,19364
11/4/2020,69080,372,8974,264102,19114,1615,430732,24692
11/5/2020,67120,367,8721,282157,19479,1703,433524,27143
11/6/2020,82955,445,10994,297804,20249,1813,441832,27086
11/7/2020,66814,349,11835,313495,20214,1841,407579,27875
11/8/2020,61055,236,8853,329191,20967,1804,376567,24785
11/9/2020,43456,173,10008,340723,21640,1898,407486,21713
11/10/2020,54701,330,11290,354557,21521,1975,431104,25454
11/11/2020,53274,429,12214,367135,21899,2008,404352,25221
11/12/2020,57249,275,11474,378069,22298,2047,430310,22683
11/13/2020,57552,419,13231,388470,22320,2126,440025,24051
11/14/2020,56084,548,14635,398858,21988,2114,409322,25571
11/15/2020,46607,303,12568,407841,22458,2103,422767,21854
11/16/2020,35105,143,11239,417275,23033,2114,415174,20816
11/17/2020,41983,357,18260,417810,22812,2117,415601,19152
11/18/2020,57012,603,18601,418489,22536,2080,434034,19883
11/19/2020,58011,637,19003,422824,22643,2135,408567,23975
11/20/2020,55048,626,19914,424748,22478,2125,391837,22464
11/21/2020,43945,574,25275,423112,22094,2126,356130,24213
11/22/2020,42860,330,16896,424353,22234,2149,362959,18467
11/23/2020,27498,156,14897,423691,22405,2095,334331,15002
11/24/2020,33717,540,15849,417441,22119,2073,338769,10139
11/25/2020,48434,674,14810,439913,21636,2109,338190,15362
11/26/2020,45018,580,25342,430678,21691,2106,323887,16687
11/27/2020,46333,579,21767,425392,21476,2100,336352,17060
11/28/2020,42113,599,21637,418334,21059,2100,286117,15178
11/29/2020,24631,283,21156,408378,21504,2118,292277,11483
11/30/2020,25152,121,18085,395905,21351,2032,262959,5733
12/1/2020,38404,449,20075,384486,20855,2023,268256,9105
12/2/2020,42140,609,25391,372341,20477,1986,289972,13855
12/3/2020,38409,620,23580,362979,20135,1961,262548,14838
12/4/2020,40771,531,19853,355834,19895,1906,250594,13239
12/5/2020,35782,502,21497,346265,19363,1900,253747,12430
12/6/2020,23870,228,18810,336403,19917,1886,231300,9176
12/7/2020,20205,92,15726,325008,19917,1835,237786,4423
12/8/2020,30141,411,16399,316510,19459,1800,254786,8312
12/9/2020,41181,568,29396,298714,19131,1775,219992,12168
12/10/2020,38470,470,23878,288115,18941,1766,240381,13749
12/11/2020,34015,544,23237,277444,18778,1765,208280,13110
12/12/2020,33412,502,25185,263254,18533,1784,209390,11497
12/13/2020,22061,188,18354,253689,18813,1807,191726,8977
12/14/2020,19913,96,10260,248229,19210,1739,177899,4896
12/15/2020,30613,349,10593,244194,18899,1732,183997,6907
12/16/2020,42123,605,12902,243141,18707,1721,203638,12454
12/17/2020,37017,431,10699,243964,18542,1725,208368,11953
12/18/2020,33962,426,12227,242324,18342,1695,205175,11013
12/19/2020,30319,483,12147,240961,18180,1710,166375,11267
12/20/2020,22160,143,10546,238866,18376,1714,171536,8594
12/21/2020,19557,77,7748,235674,18521,1673,163030,4633
12/22/2020,29881,309,8255,234302,17794,1639,176634,7192
12/23/2020,35066,472,10906,235285,17239,1610,181114,12361
12/24/2020,35673,497,10698,237205,16735,1603,162608,13115
12/25/2020,21002,240,8807,237235,16457,1603,161845,9077
12/26/2020,14577,69,7698,234516,16686,1586,150399,5048
12/27/2020,14261,57,7229,230908,17078,1599,141744,3678
12/28/2020,16582,29,5766,228324,17299,1604,156453,3211
12/29/2020,33648,307,8629,227302,17228,1580,159002,7914
12/30/2020,38058,565,11884,227808,16970,1607,164847,12955
12/31/2020,53712,532,10249,230424,16757,1598,164643,13397
1/1/2021,46724,400,10143,230889,16601,1588,149396,11008
1/2/2021,31461,102,9155,228577,16786,1602,139957,6945
1/3/2021,29618,61,7657,226598,17130,1642,132060,5739
1/4/2021,25436,42,6461,224527,17191,1629,155608,4432
1/5/2021,48466,341,9338,222472,17057,1606,162514,7624
1/6/2021,61758,553,8852,227218,16726,1590,150303,14151
1/7/2021,46757,186,7872,231214,16774,1616,164030,12054
1/8/2021,50177,332,8983,230689,16543,1596,162523,8790
1/9/2021,58371,438,9139,231660,16364,1602,150515,10548
1/10/2021,43731,177,9580,231313,16681,1605,146685,9410
1/11/2021,26151,75,7142,228718,16859,1637,169588,4622
1/12/2021,50150,326,7666,226295,16553,1606,180854,5569
1/13/2021,73911,481,8997,225870,16250,1630,184369,9053
1/14/2021,79405,381,8700,226225,16083,1628,182899,9436
1/15/2021,73121,386,8827,224807,15887,1608,172827,7795
1/16/2021,69348,369,8437,223413,15588,1651,172702,7412
1/17/2021,55247,142,8239,221087,15716,1616,170044,6055
1/18/2021,25174,52,6393,217913,15667,1582,182631,3271
1/19/2021,48408,291,9315,213142,15324,1569,184982,4835
1/20/2021,48317,443,10325,209293,14928,1597,185529,6919
1/21/2021,47141,419,8373,207653,14614,1489,181698,7152
1/22/2021,45108,346,2720,216667,14528,1477,184639,6640
1/23/2021,44490,346,9770,212873,14377,1482,176192,6322
1/24/2021,30965,110,7664,209782,14544,1467,170854,4683
1/25/2021,19945,38,7290,204873,14596,1449,177875,2419
1/26/2021,42669,264,5839,203374,14120,1414,176833,4604
1/27/2021,47406,389,2692,207082,13879,1406,178510,6789
1/28/2021,47689,389,4625,209224,13726,1400,177684,7156
1/29/2021,45020,336,6460,208572,13654,1409,174906,6144
1/30/2021,44905,303,7222,206911,13339,1388,162805,5864
1/31/2021,32276,98,5893,205626,13507,1385,150420,4706
2/1/2021,21611,42,6169,201918,13512,1353,152614,2503
2/2/2021,42046,253,4760,201231,13225,1369,147257,4326
2/3/2021,47208,421,2302,205310,12945,1333,151201,6802
2/4/2021,43943,444,4465,206897,12837,1338,152292,6496
2/5/2021,41533,368,6524,206058,12743,1293,149585,6053
2/6/2021,44333,283,6884,204856,12528,1336,138266,5965
2/7/2021,31353,93,5590,203901,12559,1326,129751,4728
2/8/2021,21067,45,5695,200592,12677,1323,137467,2431
2/9/2021,43493,227,4618,199776,12472,1314,135235,4029
2/10/2021,52056,360,2161,204185,12227,1267,144541,6930
2/11/2021,51690,456,4466,206271,12215,1277,149615,7008
2/12/2021,48897,247,6026,206377,12163,1270,147961,6379
2/13/2021,49712,284,6340,206339,11962,1270,137229,6586
2/14/2021,34566,98,5564,206011,12026,1279,128654,5334
2/15/2021,22556,25,5639,202890,12318,1274,139469,2543
2/16/2021,46241,196,4773,203099,12225,1286,141093,5178
2/17/2021,54781,279,2155,209359,12188,1295,153920,8694
2/18/2021,54077,273,4068,214091,12441,1306,163974,9073
2/19/2021,49449,241,6550,216077,12517,1304,166639,8777
2/20/2021,50505,254,7110,217223,12609,1340,156100,8510
2/21/2021,37407,94,6088,218079,12868,1336,147208,7038
2/22/2021,24924,17,5959,215993,13350,1347,161407,3890
2/23/2021,41975,247,5143,216913,13477,1321,161187,6310
2/24/2021,61847,372,2465,226222,13818,1375,176394,12146
2/25/2021,57453,286,5361,232717,14058,1467,188482,12142
2/26/2021,53369,259,8210,235787,14371,1446,191595,11539
2/27/2021,56971,303,8909,238675,14538,1503,179565,12100
2/28/2021,43898,114,8368,240292,14929,1509,171656,10099
3/1/2021,26770,24,8032,237022,15400,1540,192491,4786
3/2/2021,50212,216,7171,237572,15591,1583,194086,7937
3/3/2021,62680,309,3447,249514,15992,1650,216011,15698
3/4/2021,62892,289,7140,257335,16423,1675,234601,15250
3/5/2021,59118,263,10945,261956,16725,1716,243583,15829
3/6/2021,62428,245,12044,264524,16861,1769,227988,14857
3/7/2021,49997,126,10960,267012,17337,1838,219104,13574
3/8/2021,31747,32,11515,261635,18105,1837,245202,6170
3/9/2021,54010,282,9270,262037,18378,1902,250598,9954
3/10/2021,68383,398,4552,274347,18683,1929,276477,17260
3/11/2021,73332,375,8635,286382,19102,1982,299942,21045
3/12/2021,65966,351,13944,290862,19541,2011,310551,18775
3/13/2021,73120,343,15667,295901,19654,2077,292772,21049
3/14/2021,59910,110,14076,298974,20249,2084,280008,17259
3/15/2021,42372,28,14228,295614,21183,2139,314744,10896
